Incidents_Recorded,Crime_Rate,Crime_City,Number_of_Records,Offence_Division,Offence Subdivision,Offence Subgroup,Crime_Year
6,19.71,SURF COAST,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
24,112.36,COLAC OTWAY,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
39,182.59,COLAC OTWAY,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
37,173.23,COLAC OTWAY,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
55,257.5,COLAC OTWAY,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
11,51.5,COLAC OTWAY,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
33,157.86,SWAN HILL,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
89,425.76,SWAN HILL,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
55,263.11,SWAN HILL,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
79,377.92,SWAN HILL,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
12,57.41,SWAN HILL,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
8,75.74,GANNAWARRA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
18,170.41,GANNAWARRA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
9,85.2,GANNAWARRA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
20,189.34,GANNAWARRA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
3,28.4,GANNAWARRA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
9,144.46,BULOKE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
3,48.15,BULOKE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
7,112.36,BULOKE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
42,147.06,WANGARATTA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
68,238.1,WANGARATTA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
54,189.08,WANGARATTA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
54,189.08,WANGARATTA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
13,45.52,WANGARATTA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
20,68.25,MOIRA,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
50,170.61,MOIRA,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
32,109.19,MOIRA,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
36,122.84,MOIRA,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
4,13.65,MOIRA,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
12,96.39,ALPINE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
12,96.39,ALPINE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
11,88.35,ALPINE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
4,32.13,ALPINE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
2,16.06,ALPINE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
38,110.97,WARRNAMBOOL,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
83,242.37,WARRNAMBOOL,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
57,166.45,WARRNAMBOOL,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
94,274.49,WARRNAMBOOL,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
10,29.2,WARRNAMBOOL,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
7,41.93,MOYNE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
24,143.77,MOYNE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
20,119.81,MOYNE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
15,89.86,MOYNE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
4,23.96,MOYNE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
8,49.59,CORANGAMITE,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
26,161.16,CORANGAMITE,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
18,111.57,CORANGAMITE,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
22,136.37,CORANGAMITE,1,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,2016
4,24.79,CORANGAMITE,1,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2016
77,177.15,WELLINGTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
77,177.15,WELLINGTON,1,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2016
155,356.61,WELLINGTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
155,356.61,WELLINGTON,1,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,2016
95,218.57,WELLINGTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
95,218.57,WELLINGTON,1,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2016
204,200.97,BALLARAT,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
18,250.91,PYRENEES,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
112,88.6,BANYULE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
51,156.97,BASS COAST,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
42,146.54,SOUTH GIPPSLAND,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
81,169.98,BAW BAW,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
21,150.86,BENALLA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
12,141.46,MANSFIELD,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
12,86.87,MURRINDINDI,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
127,115.85,GREATER BENDIGO,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
81,46.29,BOROONDARA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
137,67.76,BRIMBANK,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
49,131.25,CAMPASPE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
95,102.78,CARDINIA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
302,100.53,CASEY,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
24,186,CENTRAL GOLDFIELDS,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
11,145.95,LODDON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
134,88.14,DAREBIN,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
66,147.42,EAST GIPPSLAND,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
144,104.4,FRANKSTON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
225,96.81,GREATER GEELONG,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
5,171.47,QUEENSCLIFFE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
46,45.44,BAYSIDE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
72,49.18,GLEN EIRA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
208,132.65,GREATER DANDENONG,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
111,171.95,GREATER SHEPPARTON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
74,80.68,HOBSONS BAY,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
7,121.13,HINDMARSH,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
54,273.32,HORSHAM,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
9,227.39,WEST WIMMERA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
209,105.02,HUME,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
105,67.11,KINGSTON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
105,67.11,KINGSTON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
151,94.91,KNOX,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
190,256.4,LATROBE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
190,256.4,LATROBE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
27,58.14,MACEDON RANGES,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
12,64.15,MOUNT ALEXANDER,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
79,65.2,MANNINGHAM,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
82,96.25,MARIBYRNONG,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
94,82.98,MAROONDAH,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
292,210.68,MELBOURNE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
103,76.12,MELTON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
68,125.61,MILDURA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
44,109.53,MITCHELL,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
12,118.08,STRATHBOGIE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
139,73.34,MONASH,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
77,63.94,MOONEE VALLEY,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
12,56.23,GOLDEN PLAINS,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
16,104.07,HEPBURN,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
29,91.28,MOORABOOL,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
153,91.14,MORELAND,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
118,74.47,MORNINGTON PENINSULA,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
37,57.97,NILLUMBIK,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
24,206.45,ARARAT,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
20,171.51,NORTHERN GRAMPIANS,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
12,175.72,YARRIAMBIACK,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
112,105.23,PORT PHILLIP,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
37,187.66,GLENELG,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
28,173.57,SOUTHERN GRAMPIANS,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
88,81.04,STONNINGTON,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
34,160.02,COLAC OTWAY,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
26,87.72,SURF COAST,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
11,175.47,BULOKE,1,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,2015
